group,rollout,t,K,side,move,is_last
baseline[good=above],baseline/1,0,1,good,,True
baseline[good=below],baseline/1,0,1,bad,,True
baseline[good=above],baseline/2,0,14,bad,toward_good,False
baseline[good=above],baseline/2,1,14,bad,toward_good,False
baseline[good=above],baseline/2,2,14,bad,toward_bad,False
baseline[good=above],baseline/2,3,14,bad,toward_good,False
baseline[good=above],baseline/2,4,14,bad,toward_bad,False
baseline[good=above],baseline/2,5,14,bad,toward_good,False
baseline[good=above],baseline/2,6,14,bad,toward_bad,False
baseline[good=above],baseline/2,7,14,bad,toward_good,False
baseline[good=above],baseline/2,8,14,bad,toward_good,False
baseline[good=above],baseline/2,9,14,bad,toward_bad,False
baseline[good=above],baseline/2,10,14,bad,toward_bad,False
baseline[good=above],baseline/2,11,14,bad,toward_good,False
baseline[good=above],baseline/2,12,14,bad,toward_bad,False
baseline[good=above],baseline/2,13,14,bad,,True
baseline[good=below],baseline/2,0,14,good,toward_bad,False
baseline[good=below],baseline/2,1,14,good,toward_bad,False
baseline[good=below],baseline/2,2,14,good,toward_good,False
baseline[good=below],baseline/2,3,14,good,toward_bad,False
baseline[good=below],baseline/2,4,14,good,toward_good,False
baseline[good=below],baseline/2,5,14,good,toward_bad,False
baseline[good=below],baseline/2,6,14,good,toward_good,False
baseline[good=below],baseline/2,7,14,good,toward_bad,False
baseline[good=below],baseline/2,8,14,good,toward_bad,False
baseline[good=below],baseline/2,9,14,good,toward_good,False
baseline[good=below],baseline/2,10,14,good,toward_good,False
baseline[good=below],baseline/2,11,14,good,toward_bad,False
baseline[good=below],baseline/2,12,14,good,toward_good,False
baseline[good=below],baseline/2,13,14,good,,True
baseline[good=above],baseline/3,0,38,good,toward_bad,False
baseline[good=above],baseline/3,1,38,good,toward_good,False
baseline[good=above],baseline/3,2,38,good,toward_bad,False
baseline[good=above],baseline/3,3,38,good,toward_good,False
baseline[good=above],baseline/3,4,38,good,toward_bad,False
baseline[good=above],baseline/3,5,38,good,toward_good,False
baseline[good=above],baseline/3,6,38,good,toward_good,False
baseline[good=above],baseline/3,7,38,good,toward_good,False
baseline[good=above],baseline/3,8,38,good,toward_bad,False
baseline[good=above],baseline/3,9,38,good,toward_good,False
baseline[good=above],baseline/3,10,38,good,toward_good,False
baseline[good=above],baseline/3,11,38,good,toward_bad,False
baseline[good=above],baseline/3,12,38,good,toward_bad,False
baseline[good=above],baseline/3,13,38,good,toward_good,False
baseline[good=above],baseline/3,14,38,good,toward_bad,False
baseline[good=above],baseline/3,15,38,good,toward_good,False
baseline[good=above],baseline/3,16,38,good,toward_good,False
baseline[good=above],baseline/3,17,38,good,toward_bad,False
baseline[good=above],baseline/3,18,38,good,toward_good,False
baseline[good=above],baseline/3,19,38,good,toward_good,False
baseline[good=above],baseline/3,20,38,good,toward_bad,False
baseline[good=above],baseline/3,21,38,good,toward_bad,False
baseline[good=above],baseline/3,22,38,good,toward_good,False
baseline[good=above],baseline/3,23,38,good,toward_bad,False
baseline[good=above],baseline/3,24,38,good,toward_good,False
baseline[good=above],baseline/3,25,38,good,toward_good,False
baseline[good=above],baseline/3,26,38,good,toward_bad,False
baseline[good=above],baseline/3,27,38,good,toward_good,False
baseline[good=above],baseline/3,28,38,good,toward_bad,False
baseline[good=above],baseline/3,29,38,good,toward_bad,False
baseline[good=above],baseline/3,30,38,good,toward_bad,False
baseline[good=above],baseline/3,31,38,good,toward_bad,False
baseline[good=above],baseline/3,32,38,good,toward_good,False
baseline[good=above],baseline/3,33,38,good,toward_bad,False
baseline[good=above],baseline/3,34,38,good,toward_bad,False
baseline[good=above],baseline/3,35,38,good,toward_bad,False
baseline[good=above],baseline/3,36,38,good,toward_good,False
baseline[good=above],baseline/3,37,38,good,,True
baseline[good=below],baseline/3,0,38,bad,toward_good,False
baseline[good=below],baseline/3,1,38,bad,toward_bad,False
baseline[good=below],baseline/3,2,38,bad,toward_good,False
baseline[good=below],baseline/3,3,38,bad,toward_bad,False
baseline[good=below],baseline/3,4,38,bad,toward_good,False
baseline[good=below],baseline/3,5,38,bad,toward_bad,False
baseline[good=below],baseline/3,6,38,bad,toward_bad,False
baseline[good=below],baseline/3,7,38,bad,toward_bad,False
baseline[good=below],baseline/3,8,38,bad,toward_good,False
baseline[good=below],baseline/3,9,38,bad,toward_bad,False
baseline[good=below],baseline/3,10,38,bad,toward_bad,False
baseline[good=below],baseline/3,11,38,bad,toward_good,False
baseline[good=below],baseline/3,12,38,bad,toward_good,False
baseline[good=below],baseline/3,13,38,bad,toward_bad,False
baseline[good=below],baseline/3,14,38,bad,toward_good,False
baseline[good=below],baseline/3,15,38,bad,toward_bad,False
baseline[good=below],baseline/3,16,38,bad,toward_bad,False
baseline[good=below],baseline/3,17,38,bad,toward_good,False
baseline[good=below],baseline/3,18,38,bad,toward_bad,False
baseline[good=below],baseline/3,19,38,bad,toward_bad,False
baseline[good=below],baseline/3,20,38,bad,toward_good,False
baseline[good=below],baseline/3,21,38,bad,toward_good,False
baseline[good=below],baseline/3,22,38,bad,toward_bad,False
